Name  BindingEnergy(kcal/mol)
Cu_14.55  -9.76
Cu_14.56  -5.27
Cu_14.57  -4.49
Cu_14.58  -10.02
Cu_14.59  -10.88
Cu_14.60  -22.80
Cu_14.61  -6.38
Cu_14.62  -6.49
Cu_14.63  -3.57
Cu_14.64  -4.09
Cu_14.65  -6.84
Cu_14.68  -3.85
Cu_14.69  -6.05
Cu_14.70  -12.70
Cu_1.49  -9.66
Cu_1.5  0.82
Cu_15.15  2.54
Cu_15.19  -4.01
Cu_15.25  -0.89
Cu_15.26  5.15
Cu_15.27  -18.48
Cu_15.32  -8.31
Cu_15.38  -17.05
Cu_15.40  -12.1654
Cu_15.49  -5.57
Cu_15.50  4.08
Cu_15.51  3.16
Cu_15.52  0.42
Cu_15.53  2.05
Cu_15.54  7.51
Cu_15.55  -1.39
Cu_15.57  2.63
Cu_15.58  -9.86
Cu_15.59  4.11
Cu_15.60  -3.75
Cu_15.61  -0.90
Cu_15.62  1.54
Cu_15.63  2.56
Cu_15.64  -0.87
Cu_15.66  -10.72
Cu_15.68  3.13
Cu_15.69  -7.49
Cu_15.71  3.03
Cu_1.6  -0.30
Cu_1.67  13.31
Cu_17.17  -11.2398
Cu_17.19  -20.13
Cu_17.20  -20.7457
Cu_17.21  -13.1799
Cu_17.24  -7.86172
Cu_17.25  20.61
Cu_17.26  -12.92
Cu_17.27  -23.9126
Cu_17.29  -12.1686
Cu_17.31  -5.66141
Cu_17.33  -14.5425
Cu_17.34  -16.5884
Cu_17.37  -11.2156
Cu_17.38  -12.0313
Cu_17.39  -20.3791
Cu_17.40  -22.6914
Cu_17.42  -13.9805
Cu_17.44  -13.0424
Cu_17.46  -15.0176
Cu_17.47  -17.9918
Cu_17.48  -17.1592
Cu_17.49  -10.6197
Cu_17.50  -8.53
Cu_17.51  -12.72
Cu_17.52  -6.60
Cu_17.53  -9.10
Cu_17.54  -30.08
Cu_17.55  -6.73
Cu_17.56  -7.70
Cu_17.57  -9.61
Cu_17.58  -13.94
Cu_17.59  -8.73
Cu_17.60  -13.11
Cu_17.61  -12.02
Cu_17.62  -8.68
Cu_17.63  -8.02
Cu_17.64  -2.81
Cu_17.66  -7.22
Cu_17.68  -7.65
Cu_17.69  -4.92
Cu_17.70  -9.10
Cu_17.71  -11.21
Cu_18.54  7.37
Cu_18.66  15.60
Cu_19.19  -17.16
Cu_19.20  -16.77
Cu_19.21  -13.43
Cu_19.22  1.50
Cu_19.24  -13.11
Cu_19.25  -13.68
Cu_19.26  -11.87
Cu_19.27  -19.68
Cu_19.28  -3.38
Cu_19.29  -15.4789
Cu_19.31  -19.2559
Cu_19.32  -12.80
Cu_19.33  -17.5948
Cu_19.34  -16.3388
Cu_19.35  -11.53
Cu_19.37  -23.468
Cu_19.38  -16.7938
Cu_19.39  -21.0663
Cu_19.40  -20.3091
Cu_19.41  -15.1619
Cu_19.42  -15.03
Cu_19.43  -10.59
Cu_19.46  -16.4889
Cu_19.47  -16.3778
Cu_19.48  -21.7827
Cu_19.49  -18.19
Cu_19.50  -2.89
Cu_19.51  -6.93
Cu_19.52  -8.79
Cu_19.53  -2.82
Cu_19.55  -8.42
Cu_19.57  -10.59
Cu_19.58  -3.53
Cu_19.59  -2.37
Cu_19.60  -8.78
Cu_19.61  -8.10
Cu_19.62  -6.97
Cu_19.63  -6.44
Cu_19.64  -9.72
Cu_19.65  -7.63
Cu_19.68  -7.47
Cu_19.69  -8.59
Cu_19.70  -14.04
Cu_19.71  1.95
Cu_20.21  -16.13
Cu_20.24  -12.07
Cu_20.25  -12.84
Cu_20.26  1.10
Cu_20.27  -24.82
Cu_20.28  5.00
Cu_20.37  -19.0975
Cu_20.38  1.14399
Cu_20.39  -17.1477
Cu_20.40  -26.6492
Cu_20.41  -22.3441
Cu_20.43  -2.30
Cu_20.44  -7.6729
Cu_20.47  -11.0376
Cu_20.48  -15.9926
Cu_20.49  -7.09
Cu_20.50  0.74
Cu_20.51  -4.84
Cu_20.52  -12.84
Cu_20.53  -5.15
Cu_20.54  -2.68
Cu_20.55  0.65
Cu_20.56  -10.94
Cu_20.57  -8.74
Cu_20.58  -3.40
Cu_20.59  -5.45
Cu_20.60  -4.19
Cu_20.61  -9.45
Cu_20.62  -3.56
Cu_20.63  -3.64
Cu_20.64  -7.53
Cu_20.65  -6.28
Cu_20.66  -9.20
Cu_20.68  -1.65
Cu_20.69  -1.80
Cu_20.71  -13.16
Cu_2.10  -21.74
Cu_2.11  -10.42
Cu_21.21  -16.08
Cu_21.24  -1.51
Cu_21.25  -7.45
Cu_21.26  -9.79
Cu_21.27  -21.10
Cu_21.28  -8.84
Cu_21.32  -12.03
Cu_21.34  -11.50
Cu_21.35  -2.48
Cu_21.39  -14.9179
Cu_2.14  -19.38
Cu_21.41  -6.87826
Cu_21.42  -14.84
Cu_21.43  -11.88
Cu_21.48  -13.9623
Cu_21.49  -10.95
Cu_2.15  -7.31
Cu_21.50  1.65
Cu_21.51  -1.09
Cu_21.52  -7.84
Cu_21.53  1.08
Cu_21.54  -7.69
Cu_21.55  2.19
Cu_21.56  -5.78
Cu_21.57  -2.07
Cu_21.58  -7.89
Cu_21.59  -2.43
Cu_21.60  -5.67
Cu_21.61  3.00
Cu_21.62  2.26
Cu_21.63  2.78
Cu_21.64  -1.24
Cu_21.65  -4.71
Cu_21.68  -6.19
Cu_21.69  -11.68
Cu_2.17  -6.99
Cu_21.70  -4.46
Cu_21.71  5.82
Cu_2.19  -7.45
Cu_2.2  -6.14
Cu_2.20  -16.64
Cu_2.21  -5.40
Cu_2.25  -4.41
Cu_22.50  11.38
Cu_2.26  -5.36
Cu_22.62  3.26
Cu_22.65  9.02
Cu_2.27  -20.11
Cu_2.28  5.43
Cu_2.32  -3.18
Cu_2.34  -14.8055
Cu_23.55  12.52
Cu_23.66  6.36
Cu_2.37  -27.5321
Cu_2.38  -7.87
Cu_2.39  -17.9587
Cu_2.4  -3.50
Cu_2.40  -16.0997
Cu_2.41  -25.7531
Cu_2.42  -4.98
Cu_24.24  -8.02
Cu_24.25  1.27
Cu_24.26  -6.91
Cu_24.27  -3.35
Cu_2.43  -2.34
Cu_24.32  -1.56
Cu_24.37  -9.03403
Cu_24.42  -9.16
Cu_24.43  -0.09
Cu_24.50  -2.35
Cu_24.51  -0.27
Cu_24.52  -3.12
Cu_24.53  4.88
Cu_24.54  -0.57
Cu_24.55  -7.94
Cu_24.56  -2.63
Cu_24.57  -7.35
Cu_24.58  -2.79
Cu_24.59  -2.52
Cu_2.46  -5.13467
Cu_24.60  -0.79
Cu_24.61  2.27
Cu_24.62  4.53
Cu_24.63  0.62
Cu_24.64  -6.50
Cu_24.65  -0.87
Cu_24.68  -6.13
Cu_24.69  -4.56
Cu_2.47  -19.6315
Cu_24.70  -11.29
Cu_24.71  17.02
Cu_2.48  -9.86984
Cu_2.49  -10.26
Cu_2.50  -0.98
Cu_2.51  1.69
Cu_2.52  -0.76
Cu_25.26  -7.55
Cu_25.27  -9.14
Cu_25.28  -0.12
Cu_25.29  -9.69
Cu_2.53  -1.06
Cu_25.32  -3.16
Cu_25.33  -12.05
Cu_25.34  -8.23272
Cu_25.35  -1.97
Cu_25.37  -8.5351
Cu_25.38  -13.8887
Cu_25.39  -19.9461
Cu_25.40  -12.9367
Cu_25.42  -7.61
Cu_25.43  -3.44
Cu_25.46  -16.26
Cu_25.48  -16.9735
Cu_25.49  -14.66
Cu_2.55  -2.54
Cu_25.50  -2.64
Cu_25.51  6.86
Cu_25.53  -0.21
Cu_25.55  -0.88
Cu_25.56  -7.96
Cu_25.57  -0.46
Cu_25.58  -0.11
Cu_25.59  2.52
Cu_2.56  -1.08
Cu_25.60  -6.57
Cu_25.61  -5.23
Cu_25.62  1.11
Cu_25.63  -0.14
Cu_25.64  -2.72
Cu_25.65  -3.95
Cu_25.68  -3.15
Cu_25.69  -3.90
Cu_2.57  1.62
Cu_25.70  -12.71
Cu_25.71  -2.12
Cu_2.58  -2.13
Cu_2.59  -0.73
Cu_2.6  -22.77
Cu_2.60  -2.29
Cu_2.61  -3.16
Cu_2.62  -0.66
Cu_26.26  2.98
Cu_26.27  -19.70
Cu_26.28  1.89
Cu_26.29  -8.27228
Cu_2.63  -0.42
Cu_26.32  -14.21
Cu_26.33  -14.55
Cu_26.34  -15.6986
Cu_26.37  -9.69047
Cu_26.38  -14.3544
Cu_26.39  -19.2503
Cu_2.64  -3.11
Cu_26.40  -9.94809
Cu_26.42  -15.9299
Cu_26.43  -17.77
Cu_26.46  -14.67
Cu_26.47  -16.55
Cu_26.48  -9.82569
Cu_26.49  -14.98
Cu_2.65  -4.17
Cu_26.50  -3.92
Cu_26.52  -22.71
Cu_26.53  -0.27
Cu_26.54  -14.32
Cu_26.55  -3.41
Cu_26.57  -3.28
Cu_26.58  -2.24
Cu_26.59  -9.69
Cu_26.60  -5.61
Cu_26.61  -3.03
Cu_26.62  -2.98
Cu_26.63  -13.32
Cu_26.64  -5.41
Cu_26.65  -5.04
Cu_26.66  -4.43
Cu_26.68  -2.50
Cu_26.69  -12.62
Cu_26.70  -11.48
Cu_26.71  8.79
Cu_2.68  -0.46
Cu_2.69  -3.31
Cu_2.70  -11.78
Cu_2.71  8.18
Cu_27.27  -15.22
Cu_27.28  -0.23
Cu_27.29  -10.79
Cu_27.32  -3.58
Cu_27.33  -16.09
Cu_27.34  -15.8171
Cu_27.35  -7.34
Cu_27.37  -24.6443
Cu_27.38  -16.2569
Cu_27.39  -23.6299
Cu_27.40  -19.553
Cu_27.41  -14.2048
Cu_27.42  -18.09
Cu_27.43  -16.33
Cu_27.44  -8.64
Cu_27.46  -19.39
Cu_27.47  -15.85
Cu_27.48  -17.56
Cu_27.49  -11.50
Cu_27.51  -13.07
Cu_27.53  -6.69
Cu_27.57  -8.83
Cu_27.61  -8.78
Cu_27.62  -1.61
Cu_27.63  -5.60
Cu_27.64  -2.29
Cu_27.65  -2.16
Cu_27.68  -1.33
Cu_27.69  -9.07
Cu_27.70  -17.97
Cu_27.71  -10.94
Cu_28.50  8.47
Cu_28.51  12.93
Cu_28.52  8.09
Cu_28.53  8.02
Cu_28.54  16.34
Cu_28.55  8.44
Cu_28.56  7.98
Cu_28.57  14.29
Cu_28.58  8.86
Cu_28.59  8.43
Cu_28.60  3.87
Cu_28.61  5.41
Cu_28.62  8.62
Cu_28.63  13.58
Cu_28.64  10.45
Cu_28.65  10.99
Cu_28.66  15.83
Cu_28.68  21.93
Cu_28.69  8.05
Cu_28.70  8.20
Cu_28.71  19.52
Cu_2.9  -15.04
Cu_29.39  -17.959
Cu_29.40  -19.9072
Cu_29.41  -24.0101
Cu_29.48  -11.3444
Cu_29.50  -4.60
Cu_29.51  -2.93
Cu_29.52  -5.05
Cu_29.53  -4.92
Cu_29.54  0.30
Cu_29.55  -5.08
Cu_29.56  -5.37
Cu_29.57  6.24
Cu_29.58  -4.30
Cu_29.59  -5.23
Cu_29.60  -9.86
Cu_29.61  -6.87
Cu_29.62  -5.24
Cu_29.64  -2.67
Cu_29.66  -4.03
Cu_29.69  -6.86
Cu_29.70  -15.63
Cu_30.37  -0.31
Cu_30.41  4.59
Cu_30.66  4.42
Cu_3.10  -14.2117
Cu_3.11  -10.2027
Cu_3.12  -11.92
Cu_3.14  -18.3295
Cu_31.40  -24.1466
Cu_31.48  -13.916
Cu_31.56  -6.92
Cu_31.60  -13.8042
Cu_31.66  -3.30
Cu_3.17  -20.058
Cu_31.70  -1.83034
Cu_3.19  -26.2953
Cu_3.20  -15.7732
Cu_32.32  -3.01
Cu_32.37  -12.8494
Cu_32.38  -5.99
Cu_32.39  -16.7604
Cu_32.40  -16.198
Cu_32.41  -22.9011
Cu_32.47  -14.8718
Cu_32.48  -9.99005
Cu_32.49  -13.36
Cu_32.50  -3.04
Cu_32.51  1.42
Cu_32.52  -3.83
Cu_32.53  -4.09
Cu_32.54  0.78
Cu_32.55  -3.66
Cu_32.56  -3.19
Cu_32.57  -2.62
Cu_32.58  -3.76
Cu_32.59  -4.18
Cu_3.26  -17.7295
Cu_32.60  -4.26
Cu_32.61  -5.42
Cu_32.62  -3.36
Cu_32.63  -3.69
Cu_32.64  -4.68
Cu_32.65  -4.75
Cu_32.66  1.87
Cu_32.68  -1.72
Cu_32.69  -0.60
Cu_3.27  -16.33
Cu_32.70  -14.83
Cu_32.71  10.59
Cu_3.29  -12.1845
Cu_3.3  -7.8966
Cu_3.31  -12.2594
Cu_3.32  -16.8848
Cu_3.33  -14.7604
Cu_33.33  -18.19
Cu_33.34  -18.361
Cu_33.36  -14.4958
Cu_33.37  -17.756
Cu_33.38  -15.8548
Cu_33.39  -20.6244
Cu_3.34  -13.7172
Cu_33.40  -17.6723
Cu_33.41  -15.9845
Cu_33.42  -17.7101
Cu_33.44  -13.7062
Cu_33.47  -14.7756
Cu_33.48  -22.2889
Cu_33.50  -11.40
Cu_33.51  -9.98
Cu_33.52  -26.78
Cu_33.53  -10.90
Cu_33.54  -9.15
Cu_33.55  -10.07
Cu_33.56  -10.89
Cu_33.57  -10.32
Cu_33.58  -10.59
Cu_33.59  -10.99
Cu_33.60  -10.71
Cu_33.61  -10.55
Cu_33.62  -10.74
Cu_33.63  -10.57
Cu_33.64  -10.14
Cu_33.65  -10.37
Cu_33.66  -10.31
Cu_33.68  -10.80
Cu_33.69  -12.55
Cu_3.37  -23.8112
Cu_33.70  -14.59
Cu_33.71  0.93
Cu_3.38  -21.4658
Cu_3.39  -17.5916
Cu_3.40  -14.5839
Cu_3.42  -10.3401
Cu_3.43  -7.55732
Cu_34.34  -10.6112
Cu_34.37  -14.59
Cu_34.38  -8.87249
Cu_34.39  -14.1245
Cu_3.44  -6.84828
Cu_34.40  -18.5692
Cu_34.41  -19.4964
Cu_34.42  -15.7685
Cu_34.44  -5.43817
Cu_34.46  -21.9805
Cu_34.47  -18.6562
Cu_34.48  -7.72851
Cu_34.49  -20.2142
Cu_3.45  -12.5016
Cu_34.50  -11.02
Cu_34.51  -5.90
Cu_34.52  -11.15
Cu_34.53  -11.11
Cu_34.54  -7.88
Cu_34.55  -11.10
Cu_34.56  -7.00
Cu_34.57  -8.33
Cu_34.58  -11.08
Cu_34.59  -11.15
Cu_3.46  -3.80601
Cu_34.60  -8.41
Cu_34.61  -8.78
Cu_34.62  -11.10
Cu_34.63  -9.33
Cu_34.64  -13.03
Cu_34.65  -0.22
Cu_34.66  -8.34
Cu_34.68  -12.23
Cu_34.69  -7.68
Cu_3.47  -15.963
Cu_34.70  -11.70
Cu_34.71  -1.80
Cu_3.48  -12.9577
Cu_3.49  -16.5374
Cu_35.39  -11.111
Cu_3.54  -4.55
Cu_35.48  -8.12457
Cu_35.49  -7.47
Cu_3.55  -10.60
Cu_35.50  -5.42
Cu_35.51  -3.91
Cu_35.52  -5.65
Cu_35.53  -4.99
Cu_35.54  -4.00
Cu_35.55  -4.61
Cu_35.56  -5.78
Cu_35.57  -3.86
Cu_35.58  -5.70
Cu_35.59  -5.79
Cu_3.56  -10.77
Cu_35.60  -9.30
Cu_35.61  -6.18
Cu_35.62  -5.31
Cu_35.63  -5.64
Cu_35.64  2.20
Cu_35.65  6.19
Cu_35.66  -1.41
Cu_35.68  -5.75
Cu_35.69  -6.29
Cu_35.71  5.13
Cu_3.60  -22.37
Cu_36.39  -9.436
Cu_36.41  -17.4127
Cu_36.48  -13.3622
Cu_36.49  -15.3171
Cu_3.66  -13.59
Cu_36.66  -2.53
Cu_3.69  -0.34
Cu_37.38  -25.0138
Cu_37.39  -19.1029
Cu_37.40  -24.8807
Cu_37.41  -17.867
Cu_37.42  -9.0373
Cu_37.43  -18.7923
Cu_37.44  -11.3534
Cu_37.47  -24.7303
Cu_37.49  -16.30
Cu_37.50  -11.2744
Cu_37.51  -15.7472
Cu_37.52  -16.9476
Cu_37.53  -11.379
Cu_37.54  -13.9313
Cu_37.55  -11.5463
Cu_37.58  -17.5723
Cu_37.59  -11.3128
Cu_37.65  -6.62272
Cu_37.68  -9.48753
Cu_37.70  -5.25965
Cu_37.71  -3.28844
Cu_38.38  -8.20
Cu_38.39  -14.952
Cu_38.40  -18.155
Cu_38.41  -25.7447
Cu_38.46  -14.2429
Cu_38.47  -8.81861
Cu_38.48  -11.6223
Cu_38.49  -12.4551
Cu_38.50  -8.31
Cu_38.51  -5.62
Cu_38.54  -2.39
Cu_38.55  -9.22
Cu_38.56  -8.53
Cu_38.58  -8.98
Cu_38.60  -2.71
Cu_38.61  -10.37
Cu_38.66  -2.41
Cu_38.68  -2.18
Cu_38.69  -6.17
Cu_38.71  6.33
Cu_3.9  -10.2918
Cu_39.39  -23.7025
Cu_39.40  -20.6262
Cu_39.41  -20.4633
Cu_39.42  -21.3062
Cu_39.43  -9.98443
Cu_39.44  -11.1887
Cu_39.45  -18.4311
Cu_39.46  -14.1835
Cu_39.47  -21.0027
Cu_39.48  -20.519
Cu_39.49  -18.9589
Cu_39.52  -14.1097
Cu_39.54  -10.60
Cu_39.59  -15.563
Cu_39.66  -8.30
Cu_39.69  -16.5932
Cu_39.70  -15.1689
Cu_40.40  -18.5565
Cu_40.41  -16.5631
Cu_40.42  -19.7827
Cu_40.43  -16.8575
Cu_40.44  -13.9769
Cu_40.45  -7.75727
Cu_40.46  -19.5014
Cu_40.48  -10.415
Cu_40.49  -20.068
Cu_40.52  -17.0115
Cu_40.53  -16.4413
Cu_40.58  -13.5779
Cu_40.59  -18.2826
Cu_40.60  -19.7397
Cu_40.61  -12.1382
Cu_40.62  -8.34465
Cu_40.66  -11.95
Cu_40.69  -12.4482
Cu_4.11  -4.93
Cu_4.12  -3.01
Cu_4.13  1.25
Cu_41.42  -19.2134
Cu_41.43  -8.85821
Cu_41.44  -23.7854
Cu_41.45  -17.3906
Cu_41.46  -21.5555
Cu_41.47  -17.66
Cu_41.48  -16.7606
Cu_41.49  -17.821
Cu_41.51  -20.146
Cu_41.52  -20.0411
Cu_41.53  -3.98333
Cu_41.57  -20.3098
Cu_41.66  -21.1235
Cu_4.19  -3.92
Cu_42.45  -14.289
Cu_42.46  -16.68
Cu_42.47  -15.5281
Cu_42.48  -13.527
Cu_42.50  -0.17
Cu_42.51  1.01
Cu_42.52  -0.23
Cu_42.53  0.34
Cu_42.54  0.62
Cu_42.55  -0.47
Cu_42.56  0.18
Cu_42.57  -1.86
Cu_42.58  -0.84
Cu_42.59  -0.21
Cu_4.26  -1.12
Cu_42.60  -6.69
Cu_42.61  -1.61
Cu_42.62  -0.32
Cu_42.63  -0.96
Cu_42.64  -6.26
Cu_42.65  -6.46
Cu_42.66  5.35
Cu_42.68  1.88
Cu_42.69  1.55
Cu_4.27  -0.03
Cu_42.70  -4.76
Cu_42.71  9.71
Cu_43.45  -3.76
Cu_43.49  -11.95
Cu_43.50  -1.27
Cu_43.51  3.12
Cu_43.52  -2.32
Cu_43.53  -1.47
Cu_43.54  2.17
Cu_43.55  -1.84
Cu_43.56  -1.48
Cu_43.57  -1.20
Cu_43.58  0.33
Cu_43.59  -1.50
Cu_43.60  -5.28
Cu_43.61  -3.92
Cu_43.62  -1.74
Cu_43.63  -1.98
Cu_43.64  -2.20
Cu_43.65  -2.37
Cu_43.66  3.36
Cu_43.68  1.13
Cu_43.69  0.94
Cu_43.71  11.83
Cu_44.45  -5.86
Cu_44.52  -4.47
Cu_44.54  0.36
Cu_44.56  -3.68
Cu_44.58  -4.26
Cu_44.63  -3.76
Cu_44.66  1.21
Cu_44.70  -4.98421
Cu_44.71  10.24
Cu_4.50  7.28
Cu_4.51  6.77
Cu_4.52  -6.31
Cu_4.53  7.02
Cu_4.54  6.38
Cu_45.46  -14.5256
Cu_45.47  -14.7197
Cu_45.48  -12.3282
Cu_45.49  -14.5528
Cu_4.55  6.89
Cu_45.51  -10.97
Cu_45.54  -9.55
Cu_45.55  -8.92
Cu_45.56  -10.72
Cu_4.56  7.26
Cu_45.60  -13.75
Cu_45.66  -3.58
Cu_4.57  6.24
Cu_4.58  7.35
Cu_4.59  7.63
Cu_4.60  -8.61
Cu_4.61  8.18
Cu_4.62  8.00
Cu_4.63  7.76
Cu_4.64  11.46
Cu_46.47  -12.0477
Cu_46.48  -19.4411
Cu_46.49  -13.1126
Cu_4.65  11.48
Cu_46.50  -5.86
Cu_46.51  -7.57
Cu_46.52  -9.26
Cu_46.53  -3.20
Cu_46.54  -6.35
Cu_46.55  -6.80
Cu_46.56  -3.20
Cu_46.57  -12.33
Cu_46.58  -9.80
Cu_46.59  -4.56
Cu_4.66  7.37
Cu_46.60  -10.38
Cu_46.61  -14.79
Cu_46.62  -5.80
Cu_46.63  -2.59
Cu_46.64  -10.23
Cu_46.66  -12.53
Cu_46.68  -10.46
Cu_46.69  -4.59
Cu_46.70  -13.97
Cu_46.71  -2.01
Cu_4.68  3.16
Cu_4.69  6.38
Cu_4.71  11.24
Cu_47.47  -20.8959
Cu_47.48  -21.8791
Cu_47.50  -9.81
Cu_47.51  -4.39
Cu_47.52  -8.66
Cu_47.54  -9.88
Cu_47.55  -3.48
Cu_47.60  -15.42
Cu_47.66  -29.63
Cu_48.48  -17.1333
Cu_48.49  -17.586
Cu_48.50  -7.85
Cu_48.51  -18.08
Cu_48.52  -7.97
Cu_48.53  -7.79
Cu_48.54  -14.94
Cu_48.55  -8.24
Cu_48.56  -8.25
Cu_48.57  -11.52
Cu_48.58  -8.12278
Cu_48.59  -8.14
Cu_48.60  -7.64
Cu_48.61  -9.12257
Cu_48.64  -12.47
Cu_48.66  -7.18
Cu_48.69  -19.81
Cu_48.70  -11.77
Cu_4.9  -2.55
Cu_49.49  -18.42
Cu_49.50  -8.60
Cu_49.51  -9.20
Cu_49.52  -11.94
Cu_49.53  -8.28
Cu_49.54  -8.17
Cu_49.55  -8.19
Cu_49.56  -8.33
Cu_49.57  -11.47
Cu_49.58  -9.36
Cu_49.59  -11.00
Cu_49.60  -15.33
Cu_49.61  -9.91
Cu_49.62  -8.56
Cu_49.63  -8.49
Cu_49.64  -12.01
Cu_49.65  -11.98
Cu_49.68  -11.03
Cu_49.69  -6.84
Cu_49.70  -13.18
Cu_49.71  3.06
Cu_50.50  8.62
Cu_50.58  12.66
Cu_50.61  6.23
Cu_50.68  10.87
Cu_50.70  0.88
Cu_50.71  14.76
Cu_5.10  6.23
Cu_5.11  -17.01
Cu_5.12  0.20
Cu_5.13  -8.09
Cu_5.14  9.95
Cu_5.15  -5.63
Cu_51.63  9.61
Cu_51.64  -12.62
Cu_51.65  -22.05
Cu_51.67  21.29
Cu_5.17  -4.09
Cu_51.70  -0.75
Cu_5.19  -16.45
Cu_5.20  -16.65
Cu_5.21  -16.42
Cu_5.24  -4.04
Cu_5.25  -5.94
Cu_5.26  3.72
Cu_52.68  9.55
Cu_5.27  -18.39
Cu_52.71  15.06
Cu_5.28  14.63
Cu_5.32  -4.37
Cu_5.34  -13.08
Cu_53.64  3.52
Cu_53.68  11.65
Cu_5.37  -29.0841
Cu_53.71  15.11
Cu_5.40  -14.1868
Cu_5.43  1.38
Cu_54.67  22.62
Cu_5.49  -13.20
Cu_5.5  -0.57
Cu_5.50  1.18
Cu_5.51  -0.35
Cu_5.52  1.39
Cu_5.53  1.18
Cu_5.54  1.67
Cu_5.55  0.30
Cu_5.56  0.44
Cu_5.57  2.42
Cu_55.70  1.93
Cu_5.58  -7.73
Cu_5.59  3.73
Cu_5.6  -13.56
Cu_5.60  -18.86
Cu_5.61  -5.94
Cu_5.62  -7.49
Cu_5.63  -1.86
Cu_5.64  -1.70
Cu_5.65  -1.48
Cu_56.70  1.84
Cu_5.68  -0.42
Cu_5.69  0.92
Cu_5.70  -13.03
Cu_5.71  6.91
Cu_57.57  1.99
Cu_57.58  6.25
Cu_57.59  7.63
Cu_57.61  8.88
Cu_57.62  7.64
Cu_57.63  8.18
Cu_57.64  2.75
Cu_57.65  -0.61
Cu_57.67  5.01
Cu_57.68  9.60
Cu_57.69  10.23
Cu_57.70  8.28
Cu_57.71  17.18
Cu_58.58  7.18
Cu_58.61  9.69
Cu_58.68  9.52
Cu_58.70  1.22
Cu_58.71  14.48
Cu_5.9  -2.43
Cu_59.68  10.62
Cu_59.71  14.96
Cu_60.63  1.85
Cu_60.65  -11.00
Cu_60.67  4.28
Cu_60.70  2.26
Cu_6.10  3.37958
Cu_6.12  -9.34
Cu_6.13  -9.50
Cu_6.14  -1.44
Cu_6.15  -2.94
Cu_61.61  8.24
Cu_61.63  5.09
Cu_61.68  8.71
Cu_61.71  13.27
Cu_6.19  -14.8129
Cu_6.20  -13.4144
Cu_6.25  -10.58
Cu_62.68  10.88
Cu_6.27  -14.20
Cu_62.70  7.67
Cu_62.71  15.13
Cu_6.29  -15.7117
Cu_6.31  -17.1853
Cu_6.32  -9.22
Cu_6.33  -11.3369
Cu_6.34  -7.34558
Cu_63.68  9.36
Cu_6.37  -19.103
Cu_63.71  23.12
Cu_6.38  -12.48
Cu_6.39  -23.0916
Cu_6.40  -13.8199
Cu_6.46  -7.27241
Cu_64.64  1.30
Cu_64.65  -2.50
Cu_64.68  7.01
Cu_64.69  8.36
Cu_64.70  2.07
Cu_64.71  15.71
Cu_6.48  -17.8684
Cu_6.49  -22.8503
Cu_6.50  -8.95
Cu_6.51  -5.15
Cu_6.52  -8.88
Cu_6.53  -9.03
Cu_6.54  -5.35
Cu_6.55  -8.87
Cu_6.56  -9.07
Cu_65.65  1.34
Cu_65.68  5.86
Cu_65.69  7.71
Cu_6.57  -2.43
Cu_65.70  3.59
Cu_65.71  15.82
Cu_6.58  -8.92
Cu_6.59  -7.73
Cu_6.6  -6.72
Cu_6.60  -4.04
Cu_6.61  -9.44
Cu_6.62  -9.92
Cu_6.66  -3.92
Cu_66.67  20.15
Cu_6.68  1.15
Cu_6.69  -4.05
Cu_6.71  0.25
Cu_67.69  -1.08
Cu_67.70  -1.30
Cu_67.71  17.19
Cu_68.68  17.53
Cu_68.70  0.70
Cu_68.71  19.14
Cu_6.9  -6.16
Cu_70.70  -0.23
Cu_70.71  10.15
Cu_71.71  23.28
Cu_7.33  -13.9546
Cu_7.40  -16.5899
Cu_8.43  2.10
Cu_8.66  21.82
Cu_9.10  -14.38
Cu_9.13  -16.79
Cu_9.14  -16.22
Cu_9.15  -4.85
Cu_9.17  -18.16
Cu_9.19  -18.29
Cu_9.20  -4.75
Cu_9.21  -13.64
Cu_9.22  12.50
Cu_9.24  -6.74
Cu_9.25  -6.48
Cu_9.26  -8.56
Cu_9.27  -12.55
Cu_9.28  10.98
Cu_9.29  -10.35
Cu_9.31  -19.72
Cu_9.32  -3.46
Cu_9.33  -10.09
Cu_9.34  -10.70
Cu_9.35  -3.84
Cu_9.37  -8.52562
Cu_9.38  -12.42
Cu_9.39  -18.9835
Cu_9.40  -16.9604
Cu_9.42  -24.10
Cu_9.43  -14.98
Cu_9.44  -15.11
Cu_9.45  -5.00
Cu_9.46  -12.0714
Cu_9.47  -16.4356
Cu_9.48  -13.8706
Cu_9.49  -11.53
Cu_9.50  -9.36
Cu_9.57  -4.72
Cu_9.58  -4.73
Cu_9.61  -9.04
Cu_9.63  -8.95
Cu_9.64  -3.04
Cu_9.65  -4.00
Cu_9.67  -14.49
Cu_9.68  -2.22
Cu_9.69  -5.46
Cu_9.70  -4.28666
Cu_9.71  -8.69
Cu_9.9  -14.15
Ni_0.39  -59.7827
Ni_10.22  -49.463
Ni_10.26  -58.8667
Ni_11.14  -80.8177
Ni_11.18  -63.7421
Ni_1.12  -30.60
Ni_11.21  -71.0709
Ni_11.26  -73.7422
Ni_11.42  -80.2569
Ni_11.44  -77.2586
Ni_11.46  -58.3827
Ni_11.54  -71.649
Ni_11.55  -68.1745
Ni_11.56  -69.5944
Ni_11.66  -72.7673
Ni_11.68  -64.7039
Ni_12.13  -70.2344
Ni_12.14  -70.6108
